43;1180;7970
366;2681;7852
999;598;8084
486;-87;8770
19;-570;6923
-573;864;7470
200;954;9692
1278;66;7074
27;-534;7186
707;846;8712
311;-798;5783
2147;-1043;8071
1036;-716;10321
583;1241;10007
-1053;-683;7291
-737;-842;8878
-1341;139;8586
-624;-41;8573
-402;-815;8651
-135;-674;7872
323;359;8650
899;191;8233
363;801;7164
76;-1244;8474
958;-710;8391
-112;-1152;9687
443;-213;7532
359;819;9141
426;-610;7406
510;-475;8364
249;695;9284
761;-123;7800
668;-98;7901
-795;498;7817
-285;810;8440
-450;-491;8600
-806;912;8047
-3072;1973;5620
-427;-152;8279
148;1666;8545
877;166;7140
-709;231;8733
797;299;8194
-901;716;8838
-481;267;7193
-67;-746;7016
-899;766;7619
-1192;-722;7082
-736;1279;9509
626;502;8159
1067;-681;8308
-110;-98;6917
-105;-808;8124
-1895;406;8888
-638;-353;8940
-753;-311;7784
-161;-352;8390
27;-2951;9291
-29;519;8077
1463;-811;9018
-373;-351;8877
52;-531;7999
-429;-4;8147
-183;-1183;8299
-292;399;8348
-517;-423;8020
-227;255;8414
2351;299;4098
551;442;8574
1242;-180;8318
680;-24;7148
325;-766;8149
-297;-445;8344
-96;156;8950
-54;228;8335
-642;187;8229
-214;67;8143
13893;-2269;8493
57;109;8869
1275;920;8080
1040;-456;8306
550;343;7216
-115;2;7767
-303;388;7732
-435;-68;9165
244;357;7675
-1060;415;7961
1612;-893;5478
-245;806;9017
1001;449;8040
411;283;7556
-138;234;7662
-751;1076;7535
-127;462;8872
-468;-13;8644
-319;109;7951
2129;1183;1915
-513;217;9756
1167;418;7737
467;747;7015
-601;663;8061
-1278;215;7847
-352;611;8834
-472;569;8128
-328;-137;8288
-275;494;7616
1128;588;5715
-184;1931;8627
906;-367;8488
-150;1132;7446
-1089;452;7944
-491;416;7291
-610;666;8549
55;448;7575
-700;550;8126
-424;-657;10566
1413;980;8215
-185;941;7059
-314;-43;8117
-647;282;7946
-308;-331;7727
-447;503;8143
123;173;8260
32069;9525;-5429
-90;-213;8423
1091;-1022;8210
